Lag,Hour,Test,Validation,val_y_shape,,test_y_shape,,val_y_shape,
166,12,0.888,0.89,(75671, 24),(75671, 1),(180, 1)
170,11,0.891,0.89,(75669, 24),(75669, 1),(180, 1)
184,10,0.891,0.89,(75662, 24),(75662, 1),(180, 1)
196,12,0.888,0.89,(75656, 24),(75656, 1),(180, 1)
8,7,0.896,0.889,(75750, 24),(75750, 1),(180, 1)
14,12,0.886,0.889,(75747, 24),(75747, 1),(180, 1)
18,12,0.886,0.889,(75745, 24),(75745, 1),(180, 1)
19,13,0.885,0.889,(75745, 24),(75745, 1),(180, 1)
29,13,0.886,0.889,(75740, 24),(75740, 1),(180, 1)
37,14,0.887,0.889,(75736, 24),(75736, 1),(180, 1)
48,14,0.887,0.889,(75730, 24),(75730, 1),(180, 1)
51,14,0.886,0.889,(75729, 24),(75729, 1),(180, 1)
54,13,0.887,0.889,(75727, 24),(75727, 1),(180, 1)
65,15,0.884,0.889,(75722, 24),(75722, 1),(180, 1)
76,13,0.887,0.889,(75716, 24),(75716, 1),(180, 1)
80,14,0.886,0.889,(75714, 24),(75714, 1),(180, 1)
81,14,0.887,0.889,(75714, 24),(75714, 1),(180, 1)
85,14,0.887,0.889,(75712, 24),(75712, 1),(180, 1)
89,14,0.886,0.889,(75710, 24),(75710, 1),(180, 1)
94,14,0.885,0.889,(75707, 24),(75707, 1),(180, 1)
108,12,0.89,0.889,(75700, 24),(75700, 1),(180, 1)
111,12,0.889,0.889,(75699, 24),(75699, 1),(180, 1)
129,12,0.888,0.889,(75690, 24),(75690, 1),(180, 1)
132,12,0.888,0.889,(75688, 24),(75688, 1),(180, 1)
134,11,0.889,0.889,(75687, 24),(75687, 1),(180, 1)
142,12,0.889,0.889,(75683, 24),(75683, 1),(180, 1)
144,11,0.887,0.889,(75682, 24),(75682, 1),(180, 1)
152,11,0.888,0.889,(75678, 24),(75678, 1),(180, 1)
172,11,0.889,0.889,(75668, 24),(75668, 1),(180, 1)
174,11,0.887,0.889,(75667, 24),(75667, 1),(180, 1)
176,11,0.89,0.889,(75666, 24),(75666, 1),(180, 1)
178,12,0.888,0.889,(75665, 24),(75665, 1),(180, 1)
15,13,0.883,0.888,(75747, 24),(75747, 1),(180, 1)
24,13,0.885,0.888,(75742, 24),(75742, 1),(180, 1)
30,13,0.886,0.888,(75739, 24),(75739, 1),(180, 1)
35,13,0.885,0.888,(75737, 24),(75737, 1),(180, 1)
36,14,0.885,0.888,(75736, 24),(75736, 1),(180, 1)
38,15,0.884,0.888,(75735, 24),(75735, 1),(180, 1)
43,14,0.885,0.888,(75733, 24),(75733, 1),(180, 1)
44,14,0.885,0.888,(75732, 24),(75732, 1),(180, 1)
52,15,0.885,0.888,(75728, 24),(75728, 1),(180, 1)
55,14,0.885,0.888,(75727, 24),(75727, 1),(180, 1)
62,14,0.885,0.888,(75723, 24),(75723, 1),(180, 1)
67,14,0.885,0.888,(75721, 24),(75721, 1),(180, 1)
72,14,0.884,0.888,(75718, 24),(75718, 1),(180, 1)
86,14,0.884,0.888,(75711, 24),(75711, 1),(180, 1)
123,13,0.886,0.888,(75693, 24),(75693, 1),(180, 1)
126,12,0.888,0.888,(75691, 24),(75691, 1),(180, 1)
146,12,0.886,0.888,(75681, 24),(75681, 1),(180, 1)
158,12,0.888,0.888,(75675, 24),(75675, 1),(180, 1)
168,12,0.886,0.888,(75670, 24),(75670, 1),(180, 1)
188,11,0.887,0.888,(75660, 24),(75660, 1),(180, 1)
13,12,0.883,0.887,(75748, 24),(75748, 1),(180, 1)
17,12,0.885,0.887,(75746, 24),(75746, 1),(180, 1)
21,13,0.881,0.887,(75744, 24),(75744, 1),(180, 1)
22,12,0.883,0.887,(75743, 24),(75743, 1),(180, 1)
28,13,0.883,0.887,(75740, 24),(75740, 1),(180, 1)
39,15,0.883,0.887,(75735, 24),(75735, 1),(180, 1)
46,13,0.884,0.887,(75731, 24),(75731, 1),(180, 1)
47,13,0.885,0.887,(75731, 24),(75731, 1),(180, 1)
64,14,0.884,0.887,(75722, 24),(75722, 1),(180, 1)
69,13,0.885,0.887,(75720, 24),(75720, 1),(180, 1)
83,14,0.885,0.887,(75713, 24),(75713, 1),(180, 1)
92,14,0.885,0.887,(75708, 24),(75708, 1),(180, 1)
98,12,0.887,0.887,(75705, 24),(75705, 1),(180, 1)
100,12,0.886,0.887,(75704, 24),(75704, 1),(180, 1)
105,13,0.886,0.887,(75702, 24),(75702, 1),(180, 1)
117,13,0.886,0.887,(75696, 24),(75696, 1),(180, 1)
137,12,0.886,0.887,(75686, 24),(75686, 1),(180, 1)
143,12,0.885,0.887,(75683, 24),(75683, 1),(180, 1)
150,12,0.885,0.887,(75679, 24),(75679, 1),(180, 1)
186,11,0.887,0.887,(75661, 24),(75661, 1),(180, 1)
190,11,0.886,0.887,(75659, 24),(75659, 1),(180, 1)
192,11,0.888,0.887,(75658, 24),(75658, 1),(180, 1)
194,11,0.889,0.887,(75657, 24),(75657, 1),(180, 1)
11,10,0.888,0.886,(75749, 24),(75749, 1),(180, 1)
12,10,0.886,0.886,(75748, 24),(75748, 1),(180, 1)
16,12,0.883,0.886,(75746, 24),(75746, 1),(180, 1)
20,13,0.883,0.886,(75744, 24),(75744, 1),(180, 1)
23,13,0.882,0.886,(75743, 24),(75743, 1),(180, 1)
26,12,0.883,0.886,(75741, 24),(75741, 1),(180, 1)
40,15,0.882,0.886,(75734, 24),(75734, 1),(180, 1)
49,13,0.884,0.886,(75730, 24),(75730, 1),(180, 1)
68,14,0.883,0.886,(75720, 24),(75720, 1),(180, 1)
73,15,0.882,0.886,(75718, 24),(75718, 1),(180, 1)
75,13,0.884,0.886,(75717, 24),(75717, 1),(180, 1)
77,14,0.883,0.886,(75716, 24),(75716, 1),(180, 1)
82,15,0.883,0.886,(75713, 24),(75713, 1),(180, 1)
84,14,0.884,0.886,(75712, 24),(75712, 1),(180, 1)
88,13,0.884,0.886,(75710, 24),(75710, 1),(180, 1)
91,13,0.884,0.886,(75709, 24),(75709, 1),(180, 1)
96,14,0.883,0.886,(75706, 24),(75706, 1),(180, 1)
110,12,0.886,0.886,(75699, 24),(75699, 1),(180, 1)
112,13,0.884,0.886,(75698, 24),(75698, 1),(180, 1)
121,13,0.883,0.886,(75694, 24),(75694, 1),(180, 1)
130,13,0.883,0.886,(75689, 24),(75689, 1),(180, 1)
140,12,0.885,0.886,(75684, 24),(75684, 1),(180, 1)
141,13,0.884,0.886,(75684, 24),(75684, 1),(180, 1)
145,12,0.883,0.886,(75682, 24),(75682, 1),(180, 1)
154,12,0.883,0.886,(75677, 24),(75677, 1),(180, 1)
182,11,0.886,0.886,(75663, 24),(75663, 1),(180, 1)
2,6,0.894,0.885,(75753, 24),(75753, 1),(180, 1)
27,13,0.881,0.885,(75741, 24),(75741, 1),(180, 1)
32,14,0.881,0.885,(75738, 24),(75738, 1),(180, 1)
33,16,0.88,0.885,(75738, 24),(75738, 1),(180, 1)
34,15,0.882,0.885,(75737, 24),(75737, 1),(180, 1)
41,14,0.882,0.885,(75734, 24),(75734, 1),(180, 1)
45,15,0.881,0.885,(75732, 24),(75732, 1),(180, 1)
48,15,0.881,0.885,(75730, 24),(75730, 1),(180, 1)
56,14,0.883,0.885,(75726, 24),(75726, 1),(180, 1)
59,14,0.883,0.885,(75725, 24),(75725, 1),(180, 1)
60,14,0.884,0.885,(75724, 24),(75724, 1),(180, 1)
63,15,0.883,0.885,(75723, 24),(75723, 1),(180, 1)
66,13,0.884,0.885,(75721, 24),(75721, 1),(180, 1)
71,13,0.883,0.885,(75719, 24),(75719, 1),(180, 1)
78,15,0.884,0.885,(75715, 24),(75715, 1),(180, 1)
79,14,0.883,0.885,(75715, 24),(75715, 1),(180, 1)
87,13,0.884,0.885,(75711, 24),(75711, 1),(180, 1)
90,14,0.884,0.885,(75709, 24),(75709, 1),(180, 1)
95,13,0.883,0.885,(75707, 24),(75707, 1),(180, 1)
96,13,0.883,0.885,(75706, 24),(75706, 1),(180, 1)
99,14,0.882,0.885,(75705, 24),(75705, 1),(180, 1)
101,14,0.883,0.885,(75704, 24),(75704, 1),(180, 1)
103,14,0.883,0.885,(75703, 24),(75703, 1),(180, 1)
104,14,0.882,0.885,(75702, 24),(75702, 1),(180, 1)
106,13,0.885,0.885,(75701, 24),(75701, 1),(180, 1)
107,15,0.881,0.885,(75701, 24),(75701, 1),(180, 1)
119,13,0.883,0.885,(75695, 24),(75695, 1),(180, 1)
120,13,0.883,0.885,(75694, 24),(75694, 1),(180, 1)
124,13,0.882,0.885,(75692, 24),(75692, 1),(180, 1)
128,13,0.884,0.885,(75690, 24),(75690, 1),(180, 1)
131,13,0.882,0.885,(75689, 24),(75689, 1),(180, 1)
136,13,0.884,0.885,(75686, 24),(75686, 1),(180, 1)
164,12,0.884,0.885,(75672, 24),(75672, 1),(180, 1)
9,9,0.888,0.884,(75750, 24),(75750, 1),(180, 1)
11,11,0.884,0.884,(75749, 24),(75749, 1),(180, 1)
14,13,0.879,0.884,(75747, 24),(75747, 1),(180, 1)
18,13,0.88,0.884,(75745, 24),(75745, 1),(180, 1)
30,14,0.881,0.884,(75739, 24),(75739, 1),(180, 1)
31,14,0.881,0.884,(75739, 24),(75739, 1),(180, 1)
42,15,0.88,0.884,(75733, 24),(75733, 1),(180, 1)
50,15,0.881,0.884,(75729, 24),(75729, 1),(180, 1)
53,14,0.882,0.884,(75728, 24),(75728, 1),(180, 1)
58,15,0.881,0.884,(75725, 24),(75725, 1),(180, 1)
61,15,0.881,0.884,(75724, 24),(75724, 1),(180, 1)
65,16,0.879,0.884,(75722, 24),(75722, 1),(180, 1)
67,15,0.88,0.884,(75721, 24),(75721, 1),(180, 1)
70,15,0.88,0.884,(75719, 24),(75719, 1),(180, 1)
74,14,0.883,0.884,(75717, 24),(75717, 1),(180, 1)
80,15,0.88,0.884,(75714, 24),(75714, 1),(180, 1)
81,15,0.882,0.884,(75714, 24),(75714, 1),(180, 1)
93,15,0.883,0.884,(75708, 24),(75708, 1),(180, 1)
102,13,0.883,0.884,(75703, 24),(75703, 1),(180, 1)
114,13,0.882,0.884,(75697, 24),(75697, 1),(180, 1)
115,13,0.882,0.884,(75697, 24),(75697, 1),(180, 1)
116,12,0.883,0.884,(75696, 24),(75696, 1),(180, 1)
118,12,0.883,0.884,(75695, 24),(75695, 1),(180, 1)
129,13,0.882,0.884,(75690, 24),(75690, 1),(180, 1)
156,13,0.882,0.884,(75676, 24),(75676, 1),(180, 1)
166,13,0.882,0.884,(75671, 24),(75671, 1),(180, 1)
170,12,0.884,0.884,(75669, 24),(75669, 1),(180, 1)
180,12,0.883,0.884,(75664, 24),(75664, 1),(180, 1)
15,14,0.877,0.883,(75747, 24),(75747, 1),(180, 1)
19,14,0.878,0.883,(75745, 24),(75745, 1),(180, 1)
24,14,0.879,0.883,(75742, 24),(75742, 1),(180, 1)
25,13,0.879,0.883,(75742, 24),(75742, 1),(180, 1)
35,14,0.879,0.883,(75737, 24),(75737, 1),(180, 1)
37,15,0.881,0.883,(75736, 24),(75736, 1),(180, 1)
38,16,0.879,0.883,(75735, 24),(75735, 1),(180, 1)
51,15,0.88,0.883,(75729, 24),(75729, 1),(180, 1)
52,16,0.879,0.883,(75728, 24),(75728, 1),(180, 1)
55,15,0.879,0.883,(75727, 24),(75727, 1),(180, 1)
57,15,0.879,0.883,(75726, 24),(75726, 1),(180, 1)
85,15,0.881,0.883,(75712, 24),(75712, 1),(180, 1)
86,15,0.879,0.883,(75711, 24),(75711, 1),(180, 1)
89,15,0.88,0.883,(75710, 24),(75710, 1),(180, 1)
94,15,0.879,0.883,(75707, 24),(75707, 1),(180, 1)
97,14,0.882,0.883,(75706, 24),(75706, 1),(180, 1)
109,14,0.881,0.883,(75700, 24),(75700, 1),(180, 1)
111,13,0.883,0.883,(75699, 24),(75699, 1),(180, 1)
113,14,0.882,0.883,(75698, 24),(75698, 1),(180, 1)
123,14,0.881,0.883,(75693, 24),(75693, 1),(180, 1)
125,13,0.881,0.883,(75692, 24),(75692, 1),(180, 1)
132,13,0.881,0.883,(75688, 24),(75688, 1),(180, 1)
135,13,0.883,0.883,(75687, 24),(75687, 1),(180, 1)
138,13,0.882,0.883,(75685, 24),(75685, 1),(180, 1)
148,12,0.882,0.883,(75680, 24),(75680, 1),(180, 1)
162,12,0.883,0.883,(75673, 24),(75673, 1),(180, 1)
176,12,0.884,0.883,(75666, 24),(75666, 1),(180, 1)
196,13,0.881,0.883,(75656, 24),(75656, 1),(180, 1)
198,11,0.883,0.883,(75655, 24),(75655, 1),(180, 1)
200,11,0.884,0.883,(75654, 24),(75654, 1),(180, 1)
10,9,0.886,0.882,(75749, 24),(75749, 1),(180, 1)
12,11,0.879,0.882,(75748, 24),(75748, 1),(180, 1)
29,14,0.879,0.882,(75740, 24),(75740, 1),(180, 1)
36,15,0.879,0.882,(75736, 24),(75736, 1),(180, 1)
43,15,0.878,0.882,(75733, 24),(75733, 1),(180, 1)
44,15,0.879,0.882,(75732, 24),(75732, 1),(180, 1)
47,14,0.879,0.882,(75731, 24),(75731, 1),(180, 1)
54,14,0.879,0.882,(75727, 24),(75727, 1),(180, 1)
76,14,0.88,0.882,(75716, 24),(75716, 1),(180, 1)
88,14,0.879,0.882,(75710, 24),(75710, 1),(180, 1)
108,13,0.883,0.882,(75700, 24),(75700, 1),(180, 1)
122,13,0.881,0.882,(75693, 24),(75693, 1),(180, 1)
133,12,0.88,0.882,(75688, 24),(75688, 1),(180, 1)
152,12,0.881,0.882,(75678, 24),(75678, 1),(180, 1)
158,13,0.881,0.882,(75675, 24),(75675, 1),(180, 1)
160,11,0.882,0.882,(75674, 24),(75674, 1),(180, 1)
178,13,0.881,0.882,(75665, 24),(75665, 1),(180, 1)
184,11,0.882,0.882,(75662, 24),(75662, 1),(180, 1)
3,6,0.89,0.881,(75753, 24),(75753, 1),(180, 1)
13,13,0.876,0.881,(75748, 24),(75748, 1),(180, 1)
28,14,0.877,0.881,(75740, 24),(75740, 1),(180, 1)
32,15,0.876,0.881,(75738, 24),(75738, 1),(180, 1)
39,16,0.876,0.881,(75735, 24),(75735, 1),(180, 1)
62,15,0.877,0.881,(75723, 24),(75723, 1),(180, 1)
63,16,0.877,0.881,(75723, 24),(75723, 1),(180, 1)
64,15,0.878,0.881,(75722, 24),(75722, 1),(180, 1)
68,15,0.877,0.881,(75720, 24),(75720, 1),(180, 1)
69,14,0.878,0.881,(75720, 24),(75720, 1),(180, 1)
72,15,0.877,0.881,(75718, 24),(75718, 1),(180, 1)
73,16,0.876,0.881,(75718, 24),(75718, 1),(180, 1)
77,15,0.878,0.881,(75716, 24),(75716, 1),(180, 1)
92,15,0.879,0.881,(75708, 24),(75708, 1),(180, 1)
95,14,0.878,0.881,(75707, 24),(75707, 1),(180, 1)
103,15,0.878,0.881,(75703, 24),(75703, 1),(180, 1)
117,14,0.88,0.881,(75696, 24),(75696, 1),(180, 1)
126,13,0.881,0.881,(75691, 24),(75691, 1),(180, 1)
130,14,0.877,0.881,(75689, 24),(75689, 1),(180, 1)
134,12,0.88,0.881,(75687, 24),(75687, 1),(180, 1)
137,13,0.879,0.881,(75686, 24),(75686, 1),(180, 1)
142,13,0.881,0.881,(75683, 24),(75683, 1),(180, 1)
143,13,0.878,0.881,(75683, 24),(75683, 1),(180, 1)
146,13,0.879,0.881,(75681, 24),(75681, 1),(180, 1)
150,13,0.879,0.881,(75679, 24),(75679, 1),(180, 1)
168,13,0.879,0.881,(75670, 24),(75670, 1),(180, 1)
172,12,0.88,0.881,(75668, 24),(75668, 1),(180, 1)
174,12,0.879,0.881,(75667, 24),(75667, 1),(180, 1)
1,5,0.89,0.88,(75754, 24),(75754, 1),(180, 1)
11,12,0.878,0.88,(75749, 24),(75749, 1),(180, 1)
16,13,0.876,0.88,(75746, 24),(75746, 1),(180, 1)
20,14,0.877,0.88,(75744, 24),(75744, 1),(180, 1)
21,14,0.874,0.88,(75744, 24),(75744, 1),(180, 1)
22,13,0.876,0.88,(75743, 24),(75743, 1),(180, 1)
33,17,0.874,0.88,(75738, 24),(75738, 1),(180, 1)
40,16,0.876,0.88,(75734, 24),(75734, 1),(180, 1)
41,15,0.876,0.88,(75734, 24),(75734, 1),(180, 1)
45,16,0.875,0.88,(75732, 24),(75732, 1),(180, 1)
48,16,0.876,0.88,(75730, 24),(75730, 1),(180, 1)
59,15,0.878,0.88,(75725, 24),(75725, 1),(180, 1)
75,14,0.877,0.88,(75717, 24),(75717, 1),(180, 1)
78,16,0.878,0.88,(75715, 24),(75715, 1),(180, 1)
79,15,0.878,0.88,(75715, 24),(75715, 1),(180, 1)
82,16,0.877,0.88,(75713, 24),(75713, 1),(180, 1)
83,15,0.878,0.88,(75713, 24),(75713, 1),(180, 1)
84,15,0.877,0.88,(75712, 24),(75712, 1),(180, 1)
96,15,0.876,0.88,(75706, 24),(75706, 1),(180, 1)
96,14,0.877,0.88,(75706, 24),(75706, 1),(180, 1)
98,13,0.879,0.88,(75705, 24),(75705, 1),(180, 1)
105,14,0.879,0.88,(75702, 24),(75702, 1),(180, 1)
107,16,0.876,0.88,(75701, 24),(75701, 1),(180, 1)
118,13,0.879,0.88,(75695, 24),(75695, 1),(180, 1)
121,14,0.876,0.88,(75694, 24),(75694, 1),(180, 1)
136,14,0.878,0.88,(75686, 24),(75686, 1),(180, 1)
140,13,0.879,0.88,(75684, 24),(75684, 1),(180, 1)
141,14,0.878,0.88,(75684, 24),(75684, 1),(180, 1)
188,12,0.879,0.88,(75660, 24),(75660, 1),(180, 1)
5,7,0.886,0.879,(75752, 24),(75752, 1),(180, 1)
17,13,0.876,0.879,(75746, 24),(75746, 1),(180, 1)
23,14,0.875,0.879,(75743, 24),(75743, 1),(180, 1)
26,13,0.875,0.879,(75741, 24),(75741, 1),(180, 1)
27,14,0.875,0.879,(75741, 24),(75741, 1),(180, 1)
30,15,0.875,0.879,(75739, 24),(75739, 1),(180, 1)
31,15,0.875,0.879,(75739, 24),(75739, 1),(180, 1)
34,16,0.875,0.879,(75737, 24),(75737, 1),(180, 1)
38,17,0.875,0.879,(75735, 24),(75735, 1),(180, 1)
42,16,0.874,0.879,(75733, 24),(75733, 1),(180, 1)
46,14,0.876,0.879,(75731, 24),(75731, 1),(180, 1)
49,14,0.876,0.879,(75730, 24),(75730, 1),(180, 1)
50,16,0.875,0.879,(75729, 24),(75729, 1),(180, 1)
52,17,0.875,0.879,(75728, 24),(75728, 1),(180, 1)
56,15,0.876,0.879,(75726, 24),(75726, 1),(180, 1)
60,15,0.876,0.879,(75724, 24),(75724, 1),(180, 1)
65,17,0.873,0.879,(75722, 24),(75722, 1),(180, 1)
66,14,0.877,0.879,(75721, 24),(75721, 1),(180, 1)
67,16,0.875,0.879,(75721, 24),(75721, 1),(180, 1)
71,14,0.877,0.879,(75719, 24),(75719, 1),(180, 1)
74,15,0.877,0.879,(75717, 24),(75717, 1),(180, 1)
81,16,0.876,0.879,(75714, 24),(75714, 1),(180, 1)
87,14,0.879,0.879,(75711, 24),(75711, 1),(180, 1)
91,14,0.876,0.879,(75709, 24),(75709, 1),(180, 1)
93,16,0.877,0.879,(75708, 24),(75708, 1),(180, 1)
99,15,0.876,0.879,(75705, 24),(75705, 1),(180, 1)
101,15,0.877,0.879,(75704, 24),(75704, 1),(180, 1)
104,15,0.876,0.879,(75702, 24),(75702, 1),(180, 1)
106,14,0.879,0.879,(75701, 24),(75701, 1),(180, 1)
110,13,0.878,0.879,(75699, 24),(75699, 1),(180, 1)
112,14,0.877,0.879,(75698, 24),(75698, 1),(180, 1)
119,14,0.876,0.879,(75695, 24),(75695, 1),(180, 1)
128,14,0.878,0.879,(75690, 24),(75690, 1),(180, 1)
129,14,0.877,0.879,(75690, 24),(75690, 1),(180, 1)
131,14,0.876,0.879,(75689, 24),(75689, 1),(180, 1)
144,12,0.877,0.879,(75682, 24),(75682, 1),(180, 1)
154,13,0.876,0.879,(75677, 24),(75677, 1),(180, 1)
156,14,0.877,0.879,(75676, 24),(75676, 1),(180, 1)
186,12,0.879,0.879,(75661, 24),(75661, 1),(180, 1)
194,12,0.881,0.879,(75657, 24),(75657, 1),(180, 1)
9,10,0.88,0.878,(75750, 24),(75750, 1),(180, 1)
10,10,0.88,0.878,(75749, 24),(75749, 1),(180, 1)
12,12,0.873,0.878,(75748, 24),(75748, 1),(180, 1)
18,14,0.874,0.878,(75745, 24),(75745, 1),(180, 1)
19,15,0.872,0.878,(75745, 24),(75745, 1),(180, 1)
35,15,0.874,0.878,(75737, 24),(75737, 1),(180, 1)
37,16,0.875,0.878,(75736, 24),(75736, 1),(180, 1)
51,16,0.875,0.878,(75729, 24),(75729, 1),(180, 1)
53,15,0.876,0.878,(75728, 24),(75728, 1),(180, 1)
58,16,0.874,0.878,(75725, 24),(75725, 1),(180, 1)
61,16,0.875,0.878,(75724, 24),(75724, 1),(180, 1)
70,16,0.874,0.878,(75719, 24),(75719, 1),(180, 1)
85,16,0.876,0.878,(75712, 24),(75712, 1),(180, 1)
89,16,0.874,0.878,(75710, 24),(75710, 1),(180, 1)
90,15,0.876,0.878,(75709, 24),(75709, 1),(180, 1)
94,16,0.873,0.878,(75707, 24),(75707, 1),(180, 1)
97,15,0.876,0.878,(75706, 24),(75706, 1),(180, 1)
100,13,0.876,0.878,(75704, 24),(75704, 1),(180, 1)
102,14,0.877,0.878,(75703, 24),(75703, 1),(180, 1)
111,14,0.877,0.878,(75699, 24),(75699, 1),(180, 1)
113,15,0.877,0.878,(75698, 24),(75698, 1),(180, 1)
120,14,0.876,0.878,(75694, 24),(75694, 1),(180, 1)
123,15,0.875,0.878,(75693, 24),(75693, 1),(180, 1)
124,14,0.876,0.878,(75692, 24),(75692, 1),(180, 1)
135,14,0.877,0.878,(75687, 24),(75687, 1),(180, 1)
164,13,0.877,0.878,(75672, 24),(75672, 1),(180, 1)
166,14,0.875,0.878,(75671, 24),(75671, 1),(180, 1)
176,13,0.878,0.878,(75666, 24),(75666, 1),(180, 1)
182,12,0.877,0.878,(75663, 24),(75663, 1),(180, 1)
190,12,0.877,0.878,(75659, 24),(75659, 1),(180, 1)
192,12,0.879,0.878,(75658, 24),(75658, 1),(180, 1)
196,14,0.875,0.878,(75656, 24),(75656, 1),(180, 1)
11,13,0.873,0.877,(75749, 24),(75749, 1),(180, 1)
14,14,0.872,0.877,(75747, 24),(75747, 1),(180, 1)
15,15,0.871,0.877,(75747, 24),(75747, 1),(180, 1)
24,15,0.873,0.877,(75742, 24),(75742, 1),(180, 1)
25,14,0.872,0.877,(75742, 24),(75742, 1),(180, 1)
29,15,0.872,0.877,(75740, 24),(75740, 1),(180, 1)
36,16,0.874,0.877,(75736, 24),(75736, 1),(180, 1)
54,15,0.873,0.877,(75727, 24),(75727, 1),(180, 1)
55,16,0.873,0.877,(75727, 24),(75727, 1),(180, 1)
57,16,0.873,0.877,(75726, 24),(75726, 1),(180, 1)
76,15,0.874,0.877,(75716, 24),(75716, 1),(180, 1)
77,16,0.873,0.877,(75716, 24),(75716, 1),(180, 1)
80,16,0.874,0.877,(75714, 24),(75714, 1),(180, 1)
86,16,0.872,0.877,(75711, 24),(75711, 1),(180, 1)
88,15,0.873,0.877,(75710, 24),(75710, 1),(180, 1)
95,15,0.874,0.877,(75707, 24),(75707, 1),(180, 1)
109,15,0.874,0.877,(75700, 24),(75700, 1),(180, 1)
114,14,0.875,0.877,(75697, 24),(75697, 1),(180, 1)
115,14,0.875,0.877,(75697, 24),(75697, 1),(180, 1)
132,14,0.875,0.877,(75688, 24),(75688, 1),(180, 1)
138,14,0.875,0.877,(75685, 24),(75685, 1),(180, 1)
145,13,0.874,0.877,(75682, 24),(75682, 1),(180, 1)
152,13,0.875,0.877,(75678, 24),(75678, 1),(180, 1)
162,13,0.876,0.877,(75673, 24),(75673, 1),(180, 1)
170,13,0.877,0.877,(75669, 24),(75669, 1),(180, 1)
180,13,0.876,0.877,(75664, 24),(75664, 1),(180, 1)
6,8,0.882,0.876,(75751, 24),(75751, 1),(180, 1)
7,8,0.882,0.876,(75751, 24),(75751, 1),(180, 1)
13,14,0.87,0.876,(75748, 24),(75748, 1),(180, 1)
20,15,0.872,0.876,(75744, 24),(75744, 1),(180, 1)
32,16,0.871,0.876,(75738, 24),(75738, 1),(180, 1)
43,16,0.871,0.876,(75733, 24),(75733, 1),(180, 1)
44,16,0.872,0.876,(75732, 24),(75732, 1),(180, 1)
47,15,0.873,0.876,(75731, 24),(75731, 1),(180, 1)
48,17,0.871,0.876,(75730, 24),(75730, 1),(180, 1)
63,17,0.872,0.876,(75723, 24),(75723, 1),(180, 1)
64,16,0.872,0.876,(75722, 24),(75722, 1),(180, 1)
68,16,0.872,0.876,(75720, 24),(75720, 1),(180, 1)
72,16,0.872,0.876,(75718, 24),(75718, 1),(180, 1)
73,17,0.871,0.876,(75718, 24),(75718, 1),(180, 1)
92,16,0.874,0.876,(75708, 24),(75708, 1),(180, 1)
108,14,0.876,0.876,(75700, 24),(75700, 1),(180, 1)
116,13,0.875,0.876,(75696, 24),(75696, 1),(180, 1)
125,14,0.873,0.876,(75692, 24),(75692, 1),(180, 1)
130,15,0.872,0.876,(75689, 24),(75689, 1),(180, 1)
148,13,0.875,0.876,(75680, 24),(75680, 1),(180, 1)
158,14,0.875,0.876,(75675, 24),(75675, 1),(180, 1)
160,12,0.875,0.876,(75674, 24),(75674, 1),(180, 1)
8,8,0.881,0.875,(75750, 24),(75750, 1),(180, 1)
10,11,0.875,0.875,(75749, 24),(75749, 1),(180, 1)
16,14,0.87,0.875,(75746, 24),(75746, 1),(180, 1)
28,15,0.871,0.875,(75740, 24),(75740, 1),(180, 1)
33,18,0.868,0.875,(75738, 24),(75738, 1),(180, 1)
38,18,0.869,0.875,(75735, 24),(75735, 1),(180, 1)
39,17,0.869,0.875,(75735, 24),(75735, 1),(180, 1)
40,17,0.87,0.875,(75734, 24),(75734, 1),(180, 1)
45,17,0.869,0.875,(75732, 24),(75732, 1),(180, 1)
50,17,0.871,0.875,(75729, 24),(75729, 1),(180, 1)
69,15,0.872,0.875,(75720, 24),(75720, 1),(180, 1)
79,16,0.873,0.875,(75715, 24),(75715, 1),(180, 1)
83,16,0.872,0.875,(75713, 24),(75713, 1),(180, 1)
87,15,0.874,0.875,(75711, 24),(75711, 1),(180, 1)
103,16,0.872,0.875,(75703, 24),(75703, 1),(180, 1)
106,15,0.874,0.875,(75701, 24),(75701, 1),(180, 1)
107,17,0.871,0.875,(75701, 24),(75701, 1),(180, 1)
110,14,0.874,0.875,(75699, 24),(75699, 1),(180, 1)
117,15,0.873,0.875,(75696, 24),(75696, 1),(180, 1)
118,14,0.873,0.875,(75695, 24),(75695, 1),(180, 1)
126,14,0.875,0.875,(75691, 24),(75691, 1),(180, 1)
129,15,0.872,0.875,(75690, 24),(75690, 1),(180, 1)
133,13,0.872,0.875,(75688, 24),(75688, 1),(180, 1)
134,13,0.874,0.875,(75687, 24),(75687, 1),(180, 1)
136,15,0.873,0.875,(75686, 24),(75686, 1),(180, 1)
140,14,0.873,0.875,(75684, 24),(75684, 1),(180, 1)
142,14,0.874,0.875,(75683, 24),(75683, 1),(180, 1)
143,14,0.871,0.875,(75683, 24),(75683, 1),(180, 1)
146,14,0.872,0.875,(75681, 24),(75681, 1),(180, 1)
150,14,0.873,0.875,(75679, 24),(75679, 1),(180, 1)
168,14,0.871,0.875,(75670, 24),(75670, 1),(180, 1)
178,14,0.874,0.875,(75665, 24),(75665, 1),(180, 1)
184,12,0.875,0.875,(75662, 24),(75662, 1),(180, 1)
198,12,0.875,0.875,(75655, 24),(75655, 1),(180, 1)
200,12,0.876,0.875,(75654, 24),(75654, 1),(180, 1)
9,11,0.875,0.874,(75750, 24),(75750, 1),(180, 1)
