Lag,Hour,Test,Validation,val_y_shape,,test_y_shape,,val_y_shape,
21,15,0.867,0.874,(75744, 24),(75744, 1),(180, 1)
23,15,0.868,0.874,(75743, 24),(75743, 1),(180, 1)
31,16,0.869,0.874,(75739, 24),(75739, 1),(180, 1)
34,17,0.87,0.874,(75737, 24),(75737, 1),(180, 1)
35,16,0.869,0.874,(75737, 24),(75737, 1),(180, 1)
41,16,0.87,0.874,(75734, 24),(75734, 1),(180, 1)
42,17,0.869,0.874,(75733, 24),(75733, 1),(180, 1)
52,18,0.87,0.874,(75728, 24),(75728, 1),(180, 1)
56,16,0.871,0.874,(75726, 24),(75726, 1),(180, 1)
62,16,0.87,0.874,(75723, 24),(75723, 1),(180, 1)
65,18,0.867,0.874,(75722, 24),(75722, 1),(180, 1)
67,17,0.87,0.874,(75721, 24),(75721, 1),(180, 1)
71,15,0.872,0.874,(75719, 24),(75719, 1),(180, 1)
77,17,0.87,0.874,(75716, 24),(75716, 1),(180, 1)
78,17,0.873,0.874,(75715, 24),(75715, 1),(180, 1)
82,17,0.87,0.874,(75713, 24),(75713, 1),(180, 1)
84,16,0.871,0.874,(75712, 24),(75712, 1),(180, 1)
85,17,0.871,0.874,(75712, 24),(75712, 1),(180, 1)
93,17,0.872,0.874,(75708, 24),(75708, 1),(180, 1)
94,17,0.868,0.874,(75707, 24),(75707, 1),(180, 1)
96,16,0.87,0.874,(75706, 24),(75706, 1),(180, 1)
96,15,0.871,0.874,(75706, 24),(75706, 1),(180, 1)
98,14,0.873,0.874,(75705, 24),(75705, 1),(180, 1)
99,16,0.87,0.874,(75705, 24),(75705, 1),(180, 1)
101,16,0.872,0.874,(75704, 24),(75704, 1),(180, 1)
104,16,0.871,0.874,(75702, 24),(75702, 1),(180, 1)
112,15,0.871,0.874,(75698, 24),(75698, 1),(180, 1)
119,15,0.871,0.874,(75695, 24),(75695, 1),(180, 1)
122,14,0.872,0.874,(75693, 24),(75693, 1),(180, 1)
123,16,0.87,0.874,(75693, 24),(75693, 1),(180, 1)
137,14,0.872,0.874,(75686, 24),(75686, 1),(180, 1)
141,15,0.872,0.874,(75684, 24),(75684, 1),(180, 1)
156,15,0.871,0.874,(75676, 24),(75676, 1),(180, 1)
9,12,0.871,0.873,(75750, 24),(75750, 1),(180, 1)
9,13,0.87,0.873,(75750, 24),(75750, 1),(180, 1)
10,12,0.87,0.873,(75749, 24),(75749, 1),(180, 1)
22,14,0.868,0.873,(75743, 24),(75743, 1),(180, 1)
24,16,0.868,0.873,(75742, 24),(75742, 1),(180, 1)
27,15,0.868,0.873,(75741, 24),(75741, 1),(180, 1)
30,16,0.869,0.873,(75739, 24),(75739, 1),(180, 1)
37,17,0.869,0.873,(75736, 24),(75736, 1),(180, 1)
46,15,0.87,0.873,(75731, 24),(75731, 1),(180, 1)
48,18,0.868,0.873,(75730, 24),(75730, 1),(180, 1)
49,15,0.87,0.873,(75730, 24),(75730, 1),(180, 1)
51,17,0.869,0.873,(75729, 24),(75729, 1),(180, 1)
53,16,0.87,0.873,(75728, 24),(75728, 1),(180, 1)
55,17,0.868,0.873,(75727, 24),(75727, 1),(180, 1)
59,16,0.87,0.873,(75725, 24),(75725, 1),(180, 1)
60,16,0.871,0.873,(75724, 24),(75724, 1),(180, 1)
66,15,0.871,0.873,(75721, 24),(75721, 1),(180, 1)
70,17,0.868,0.873,(75719, 24),(75719, 1),(180, 1)
74,16,0.871,0.873,(75717, 24),(75717, 1),(180, 1)
75,15,0.87,0.873,(75717, 24),(75717, 1),(180, 1)
81,17,0.87,0.873,(75714, 24),(75714, 1),(180, 1)
97,16,0.87,0.873,(75706, 24),(75706, 1),(180, 1)
120,15,0.87,0.873,(75694, 24),(75694, 1),(180, 1)
121,15,0.87,0.873,(75694, 24),(75694, 1),(180, 1)
128,15,0.871,0.873,(75690, 24),(75690, 1),(180, 1)
131,15,0.869,0.873,(75689, 24),(75689, 1),(180, 1)
154,14,0.87,0.873,(75677, 24),(75677, 1),(180, 1)
166,15,0.869,0.873,(75671, 24),(75671, 1),(180, 1)
172,13,0.872,0.873,(75668, 24),(75668, 1),(180, 1)
174,13,0.87,0.873,(75667, 24),(75667, 1),(180, 1)
188,13,0.871,0.873,(75660, 24),(75660, 1),(180, 1)
9,14,0.867,0.872,(75750, 24),(75750, 1),(180, 1)
11,14,0.868,0.872,(75749, 24),(75749, 1),(180, 1)
12,13,0.865,0.872,(75748, 24),(75748, 1),(180, 1)
14,15,0.866,0.872,(75747, 24),(75747, 1),(180, 1)
15,16,0.865,0.872,(75747, 24),(75747, 1),(180, 1)
17,14,0.869,0.872,(75746, 24),(75746, 1),(180, 1)
18,15,0.867,0.872,(75745, 24),(75745, 1),(180, 1)
19,16,0.865,0.872,(75745, 24),(75745, 1),(180, 1)
26,14,0.868,0.872,(75741, 24),(75741, 1),(180, 1)
32,17,0.866,0.872,(75738, 24),(75738, 1),(180, 1)
36,17,0.867,0.872,(75736, 24),(75736, 1),(180, 1)
54,16,0.868,0.872,(75727, 24),(75727, 1),(180, 1)
58,17,0.868,0.872,(75725, 24),(75725, 1),(180, 1)
61,17,0.869,0.872,(75724, 24),(75724, 1),(180, 1)
76,16,0.868,0.872,(75716, 24),(75716, 1),(180, 1)
80,17,0.868,0.872,(75714, 24),(75714, 1),(180, 1)
88,16,0.868,0.872,(75710, 24),(75710, 1),(180, 1)
89,17,0.868,0.872,(75710, 24),(75710, 1),(180, 1)
91,15,0.869,0.872,(75709, 24),(75709, 1),(180, 1)
95,16,0.869,0.872,(75707, 24),(75707, 1),(180, 1)
102,15,0.871,0.872,(75703, 24),(75703, 1),(180, 1)
105,15,0.871,0.872,(75702, 24),(75702, 1),(180, 1)
111,15,0.871,0.872,(75699, 24),(75699, 1),(180, 1)
113,16,0.871,0.872,(75698, 24),(75698, 1),(180, 1)
114,15,0.869,0.872,(75697, 24),(75697, 1),(180, 1)
124,15,0.869,0.872,(75692, 24),(75692, 1),(180, 1)
135,15,0.87,0.872,(75687, 24),(75687, 1),(180, 1)
138,15,0.87,0.872,(75685, 24),(75685, 1),(180, 1)
186,13,0.871,0.872,(75661, 24),(75661, 1),(180, 1)
194,13,0.872,0.872,(75657, 24),(75657, 1),(180, 1)
196,15,0.869,0.872,(75656, 24),(75656, 1),(180, 1)
10,13,0.867,0.871,(75749, 24),(75749, 1),(180, 1)
13,15,0.864,0.871,(75748, 24),(75748, 1),(180, 1)
25,15,0.865,0.871,(75742, 24),(75742, 1),(180, 1)
28,16,0.867,0.871,(75740, 24),(75740, 1),(180, 1)
38,19,0.865,0.871,(75735, 24),(75735, 1),(180, 1)
44,17,0.866,0.871,(75732, 24),(75732, 1),(180, 1)
52,19,0.866,0.871,(75728, 24),(75728, 1),(180, 1)
63,18,0.867,0.871,(75723, 24),(75723, 1),(180, 1)
64,17,0.867,0.871,(75722, 24),(75722, 1),(180, 1)
68,17,0.866,0.871,(75720, 24),(75720, 1),(180, 1)
72,17,0.866,0.871,(75718, 24),(75718, 1),(180, 1)
77,18,0.866,0.871,(75716, 24),(75716, 1),(180, 1)
78,18,0.868,0.871,(75715, 24),(75715, 1),(180, 1)
79,17,0.868,0.871,(75715, 24),(75715, 1),(180, 1)
86,17,0.866,0.871,(75711, 24),(75711, 1),(180, 1)
87,16,0.869,0.871,(75711, 24),(75711, 1),(180, 1)
90,16,0.869,0.871,(75709, 24),(75709, 1),(180, 1)
92,17,0.868,0.871,(75708, 24),(75708, 1),(180, 1)
109,16,0.868,0.871,(75700, 24),(75700, 1),(180, 1)
110,15,0.868,0.871,(75699, 24),(75699, 1),(180, 1)
115,15,0.868,0.871,(75697, 24),(75697, 1),(180, 1)
118,15,0.869,0.871,(75695, 24),(75695, 1),(180, 1)
130,16,0.867,0.871,(75689, 24),(75689, 1),(180, 1)
132,15,0.868,0.871,(75688, 24),(75688, 1),(180, 1)
148,14,0.869,0.871,(75680, 24),(75680, 1),(180, 1)
150,15,0.869,0.871,(75679, 24),(75679, 1),(180, 1)
152,14,0.869,0.871,(75678, 24),(75678, 1),(180, 1)
158,15,0.869,0.871,(75675, 24),(75675, 1),(180, 1)
164,14,0.87,0.871,(75672, 24),(75672, 1),(180, 1)
170,14,0.871,0.871,(75669, 24),(75669, 1),(180, 1)
176,14,0.871,0.871,(75666, 24),(75666, 1),(180, 1)
190,13,0.869,0.871,(75659, 24),(75659, 1),(180, 1)
192,13,0.872,0.871,(75658, 24),(75658, 1),(180, 1)
20,16,0.865,0.87,(75744, 24),(75744, 1),(180, 1)
29,16,0.865,0.87,(75740, 24),(75740, 1),(180, 1)
31,17,0.864,0.87,(75739, 24),(75739, 1),(180, 1)
34,18,0.864,0.87,(75737, 24),(75737, 1),(180, 1)
39,18,0.864,0.87,(75735, 24),(75735, 1),(180, 1)
40,18,0.865,0.87,(75734, 24),(75734, 1),(180, 1)
41,17,0.865,0.87,(75734, 24),(75734, 1),(180, 1)
42,18,0.864,0.87,(75733, 24),(75733, 1),(180, 1)
43,17,0.865,0.87,(75733, 24),(75733, 1),(180, 1)
45,18,0.864,0.87,(75732, 24),(75732, 1),(180, 1)
47,16,0.867,0.87,(75731, 24),(75731, 1),(180, 1)
48,19,0.864,0.87,(75730, 24),(75730, 1),(180, 1)
50,18,0.865,0.87,(75729, 24),(75729, 1),(180, 1)
57,17,0.866,0.87,(75726, 24),(75726, 1),(180, 1)
67,18,0.865,0.87,(75721, 24),(75721, 1),(180, 1)
69,16,0.866,0.87,(75720, 24),(75720, 1),(180, 1)
73,18,0.865,0.87,(75718, 24),(75718, 1),(180, 1)
83,17,0.867,0.87,(75713, 24),(75713, 1),(180, 1)
93,18,0.867,0.87,(75708, 24),(75708, 1),(180, 1)
103,17,0.867,0.87,(75703, 24),(75703, 1),(180, 1)
106,16,0.87,0.87,(75701, 24),(75701, 1),(180, 1)
107,18,0.865,0.87,(75701, 24),(75701, 1),(180, 1)
125,15,0.867,0.87,(75692, 24),(75692, 1),(180, 1)
129,16,0.867,0.87,(75690, 24),(75690, 1),(180, 1)
136,16,0.868,0.87,(75686, 24),(75686, 1),(180, 1)
144,13,0.868,0.87,(75682, 24),(75682, 1),(180, 1)
146,15,0.867,0.87,(75681, 24),(75681, 1),(180, 1)
160,13,0.868,0.87,(75674, 24),(75674, 1),(180, 1)
162,14,0.869,0.87,(75673, 24),(75673, 1),(180, 1)
9,15,0.863,0.869,(75750, 24),(75750, 1),(180, 1)
16,15,0.863,0.869,(75746, 24),(75746, 1),(180, 1)
24,17,0.863,0.869,(75742, 24),(75742, 1),(180, 1)
30,17,0.865,0.869,(75739, 24),(75739, 1),(180, 1)
33,19,0.862,0.869,(75738, 24),(75738, 1),(180, 1)
35,17,0.863,0.869,(75737, 24),(75737, 1),(180, 1)
37,18,0.865,0.869,(75736, 24),(75736, 1),(180, 1)
56,17,0.865,0.869,(75726, 24),(75726, 1),(180, 1)
60,17,0.865,0.869,(75724, 24),(75724, 1),(180, 1)
65,19,0.861,0.869,(75722, 24),(75722, 1),(180, 1)
71,16,0.866,0.869,(75719, 24),(75719, 1),(180, 1)
82,18,0.865,0.869,(75713, 24),(75713, 1),(180, 1)
85,18,0.866,0.869,(75712, 24),(75712, 1),(180, 1)
95,17,0.865,0.869,(75707, 24),(75707, 1),(180, 1)
96,16,0.866,0.869,(75706, 24),(75706, 1),(180, 1)
99,17,0.864,0.869,(75705, 24),(75705, 1),(180, 1)
100,14,0.867,0.869,(75704, 24),(75704, 1),(180, 1)
101,17,0.867,0.869,(75704, 24),(75704, 1),(180, 1)
108,15,0.869,0.869,(75700, 24),(75700, 1),(180, 1)
112,16,0.865,0.869,(75698, 24),(75698, 1),(180, 1)
116,14,0.867,0.869,(75696, 24),(75696, 1),(180, 1)
117,16,0.868,0.869,(75696, 24),(75696, 1),(180, 1)
119,16,0.865,0.869,(75695, 24),(75695, 1),(180, 1)
123,17,0.864,0.869,(75693, 24),(75693, 1),(180, 1)
126,15,0.868,0.869,(75691, 24),(75691, 1),(180, 1)
133,14,0.866,0.869,(75688, 24),(75688, 1),(180, 1)
137,15,0.866,0.869,(75686, 24),(75686, 1),(180, 1)
141,16,0.866,0.869,(75684, 24),(75684, 1),(180, 1)
142,15,0.867,0.869,(75683, 24),(75683, 1),(180, 1)
143,15,0.865,0.869,(75683, 24),(75683, 1),(180, 1)
156,16,0.866,0.869,(75676, 24),(75676, 1),(180, 1)
180,14,0.867,0.869,(75664, 24),(75664, 1),(180, 1)
184,13,0.868,0.869,(75662, 24),(75662, 1),(180, 1)
198,13,0.868,0.869,(75655, 24),(75655, 1),(180, 1)
4,7,0.877,0.868,(75752, 24),(75752, 1),(180, 1)
10,14,0.862,0.868,(75749, 24),(75749, 1),(180, 1)
11,15,0.862,0.868,(75749, 24),(75749, 1),(180, 1)
14,16,0.86,0.868,(75747, 24),(75747, 1),(180, 1)
15,17,0.86,0.868,(75747, 24),(75747, 1),(180, 1)
17,15,0.863,0.868,(75746, 24),(75746, 1),(180, 1)
18,16,0.862,0.868,(75745, 24),(75745, 1),(180, 1)
21,16,0.861,0.868,(75744, 24),(75744, 1),(180, 1)
23,16,0.862,0.868,(75743, 24),(75743, 1),(180, 1)
51,18,0.864,0.868,(75729, 24),(75729, 1),(180, 1)
55,18,0.863,0.868,(75727, 24),(75727, 1),(180, 1)
70,18,0.863,0.868,(75719, 24),(75719, 1),(180, 1)
75,16,0.864,0.868,(75717, 24),(75717, 1),(180, 1)
77,19,0.862,0.868,(75716, 24),(75716, 1),(180, 1)
81,18,0.864,0.868,(75714, 24),(75714, 1),(180, 1)
84,17,0.865,0.868,(75712, 24),(75712, 1),(180, 1)
89,18,0.862,0.868,(75710, 24),(75710, 1),(180, 1)
94,18,0.862,0.868,(75707, 24),(75707, 1),(180, 1)
98,15,0.867,0.868,(75705, 24),(75705, 1),(180, 1)
102,16,0.866,0.868,(75703, 24),(75703, 1),(180, 1)
110,16,0.865,0.868,(75699, 24),(75699, 1),(180, 1)
111,16,0.866,0.868,(75699, 24),(75699, 1),(180, 1)
131,16,0.864,0.868,(75689, 24),(75689, 1),(180, 1)
134,14,0.866,0.868,(75687, 24),(75687, 1),(180, 1)
138,16,0.865,0.868,(75685, 24),(75685, 1),(180, 1)
140,15,0.866,0.868,(75684, 24),(75684, 1),(180, 1)
145,14,0.865,0.868,(75682, 24),(75682, 1),(180, 1)
154,15,0.864,0.868,(75677, 24),(75677, 1),(180, 1)
168,15,0.865,0.868,(75670, 24),(75670, 1),(180, 1)
182,13,0.867,0.868,(75663, 24),(75663, 1),(180, 1)
19,17,0.86,0.867,(75745, 24),(75745, 1),(180, 1)
22,15,0.861,0.867,(75743, 24),(75743, 1),(180, 1)
27,16,0.861,0.867,(75741, 24),(75741, 1),(180, 1)
32,18,0.86,0.867,(75738, 24),(75738, 1),(180, 1)
36,18,0.862,0.867,(75736, 24),(75736, 1),(180, 1)
38,20,0.86,0.867,(75735, 24),(75735, 1),(180, 1)
40,19,0.861,0.867,(75734, 24),(75734, 1),(180, 1)
46,16,0.863,0.867,(75731, 24),(75731, 1),(180, 1)
53,17,0.864,0.867,(75728, 24),(75728, 1),(180, 1)
58,18,0.862,0.867,(75725, 24),(75725, 1),(180, 1)
59,17,0.864,0.867,(75725, 24),(75725, 1),(180, 1)
61,18,0.863,0.867,(75724, 24),(75724, 1),(180, 1)
62,17,0.863,0.867,(75723, 24),(75723, 1),(180, 1)
63,19,0.862,0.867,(75723, 24),(75723, 1),(180, 1)
66,16,0.865,0.867,(75721, 24),(75721, 1),(180, 1)
72,18,0.862,0.867,(75718, 24),(75718, 1),(180, 1)
74,17,0.865,0.867,(75717, 24),(75717, 1),(180, 1)
76,17,0.863,0.867,(75716, 24),(75716, 1),(180, 1)
79,18,0.864,0.867,(75715, 24),(75715, 1),(180, 1)
88,17,0.863,0.867,(75710, 24),(75710, 1),(180, 1)
91,16,0.863,0.867,(75709, 24),(75709, 1),(180, 1)
97,17,0.865,0.867,(75706, 24),(75706, 1),(180, 1)
104,17,0.863,0.867,(75702, 24),(75702, 1),(180, 1)
113,17,0.864,0.867,(75698, 24),(75698, 1),(180, 1)
114,16,0.864,0.867,(75697, 24),(75697, 1),(180, 1)
118,16,0.864,0.867,(75695, 24),(75695, 1),(180, 1)
120,16,0.865,0.867,(75694, 24),(75694, 1),(180, 1)
121,16,0.863,0.867,(75694, 24),(75694, 1),(180, 1)
122,15,0.866,0.867,(75693, 24),(75693, 1),(180, 1)
124,16,0.863,0.867,(75692, 24),(75692, 1),(180, 1)
166,16,0.863,0.867,(75671, 24),(75671, 1),(180, 1)
178,15,0.865,0.867,(75665, 24),(75665, 1),(180, 1)
196,16,0.864,0.867,(75656, 24),(75656, 1),(180, 1)
200,13,0.868,0.867,(75654, 24),(75654, 1),(180, 1)
9,16,0.858,0.866,(75750, 24),(75750, 1),(180, 1)
12,14,0.859,0.866,(75748, 24),(75748, 1),(180, 1)
13,16,0.858,0.866,(75748, 24),(75748, 1),(180, 1)
25,16,0.86,0.866,(75742, 24),(75742, 1),(180, 1)
28,17,0.861,0.866,(75740, 24),(75740, 1),(180, 1)
29,17,0.86,0.866,(75740, 24),(75740, 1),(180, 1)
31,18,0.859,0.866,(75739, 24),(75739, 1),(180, 1)
39,19,0.858,0.866,(75735, 24),(75735, 1),(180, 1)
47,17,0.862,0.866,(75731, 24),(75731, 1),(180, 1)
49,16,0.863,0.866,(75730, 24),(75730, 1),(180, 1)
52,20,0.86,0.866,(75728, 24),(75728, 1),(180, 1)
54,17,0.861,0.866,(75727, 24),(75727, 1),(180, 1)
71,17,0.863,0.866,(75719, 24),(75719, 1),(180, 1)
73,19,0.86,0.866,(75718, 24),(75718, 1),(180, 1)
78,19,0.863,0.866,(75715, 24),(75715, 1),(180, 1)
80,18,0.862,0.866,(75714, 24),(75714, 1),(180, 1)
86,18,0.861,0.866,(75711, 24),(75711, 1),(180, 1)
87,17,0.864,0.866,(75711, 24),(75711, 1),(180, 1)
90,17,0.862,0.866,(75709, 24),(75709, 1),(180, 1)
92,18,0.862,0.866,(75708, 24),(75708, 1),(180, 1)
96,17,0.862,0.866,(75706, 24),(75706, 1),(180, 1)
106,17,0.864,0.866,(75701, 24),(75701, 1),(180, 1)
107,19,0.86,0.866,(75701, 24),(75701, 1),(180, 1)
115,16,0.863,0.866,(75697, 24),(75697, 1),(180, 1)
128,16,0.865,0.866,(75690, 24),(75690, 1),(180, 1)
130,17,0.86,0.866,(75689, 24),(75689, 1),(180, 1)
135,16,0.864,0.866,(75687, 24),(75687, 1),(180, 1)
150,16,0.863,0.866,(75679, 24),(75679, 1),(180, 1)
170,15,0.865,0.866,(75669, 24),(75669, 1),(180, 1)
172,14,0.864,0.866,(75668, 24),(75668, 1),(180, 1)
174,14,0.863,0.866,(75667, 24),(75667, 1),(180, 1)
176,15,0.866,0.866,(75666, 24),(75666, 1),(180, 1)
186,14,0.864,0.866,(75661, 24),(75661, 1),(180, 1)
188,14,0.864,0.866,(75660, 24),(75660, 1),(180, 1)
192,14,0.866,0.866,(75658, 24),(75658, 1),(180, 1)
20,17,0.859,0.865,(75744, 24),(75744, 1),(180, 1)
21,17,0.856,0.865,(75744, 24),(75744, 1),(180, 1)
26,15,0.86,0.865,(75741, 24),(75741, 1),(180, 1)
34,19,0.859,0.865,(75737, 24),(75737, 1),(180, 1)
37,19,0.86,0.865,(75736, 24),(75736, 1),(180, 1)
41,18,0.859,0.865,(75734, 24),(75734, 1),(180, 1)
42,19,0.857,0.865,(75733, 24),(75733, 1),(180, 1)
43,18,0.859,0.865,(75733, 24),(75733, 1),(180, 1)
44,18,0.86,0.865,(75732, 24),(75732, 1),(180, 1)
48,20,0.858,0.865,(75730, 24),(75730, 1),(180, 1)
64,18,0.859,0.865,(75722, 24),(75722, 1),(180, 1)
67,19,0.859,0.865,(75721, 24),(75721, 1),(180, 1)
68,18,0.86,0.865,(75720, 24),(75720, 1),(180, 1)
83,18,0.862,0.865,(75713, 24),(75713, 1),(180, 1)
85,19,0.862,0.865,(75712, 24),(75712, 1),(180, 1)
95,18,0.861,0.865,(75707, 24),(75707, 1),(180, 1)
103,18,0.861,0.865,(75703, 24),(75703, 1),(180, 1)
109,17,0.861,0.865,(75700, 24),(75700, 1),(180, 1)
117,17,0.862,0.865,(75696, 24),(75696, 1),(180, 1)
125,16,0.861,0.865,(75692, 24),(75692, 1),(180, 1)
129,17,0.862,0.865,(75690, 24),(75690, 1),(180, 1)
132,16,0.862,0.865,(75688, 24),(75688, 1),(180, 1)
136,17,0.862,0.865,(75686, 24),(75686, 1),(180, 1)
138,17,0.862,0.865,(75685, 24),(75685, 1),(180, 1)
141,17,0.861,0.865,(75684, 24),(75684, 1),(180, 1)
146,16,0.862,0.865,(75681, 24),(75681, 1),(180, 1)
148,15,0.864,0.865,(75680, 24),(75680, 1),(180, 1)
152,15,0.862,0.865,(75678, 24),(75678, 1),(180, 1)
156,17,0.861,0.865,(75676, 24),(75676, 1),(180, 1)
158,16,0.864,0.865,(75675, 24),(75675, 1),(180, 1)
160,14,0.863,0.865,(75674, 24),(75674, 1),(180, 1)
164,15,0.863,0.865,(75672, 24),(75672, 1),(180, 1)
194,14,0.865,0.865,(75657, 24),(75657, 1),(180, 1)
6,9,0.869,0.864,(75751, 24),(75751, 1),(180, 1)
7,9,0.87,0.864,(75751, 24),(75751, 1),(180, 1)
8,9,0.869,0.864,(75750, 24),(75750, 1),(180, 1)
14,17,0.854,0.864,(75747, 24),(75747, 1),(180, 1)
16,16,0.857,0.864,(75746, 24),(75746, 1),(180, 1)
18,17,0.857,0.864,(75745, 24),(75745, 1),(180, 1)
24,18,0.857,0.864,(75742, 24),(75742, 1),(180, 1)
30,18,0.859,0.864,(75739, 24),(75739, 1),(180, 1)
35,18,0.856,0.864,(75737, 24),(75737, 1),(180, 1)
45,19,0.857,0.864,(75732, 24),(75732, 1),(180, 1)
50,19,0.86,0.864,(75729, 24),(75729, 1),(180, 1)
51,19,0.86,0.864,(75729, 24),(75729, 1),(180, 1)
56,18,0.86,0.864,(75726, 24),(75726, 1),(180, 1)
57,18,0.859,0.864,(75726, 24),(75726, 1),(180, 1)
60,18,0.86,0.864,(75724, 24),(75724, 1),(180, 1)
69,17,0.861,0.864,(75720, 24),(75720, 1),(180, 1)
70,19,0.858,0.864,(75719, 24),(75719, 1),(180, 1)
75,17,0.86,0.864,(75717, 24),(75717, 1),(180, 1)
76,18,0.859,0.864,(75716, 24),(75716, 1),(180, 1)
77,20,0.858,0.864,(75716, 24),(75716, 1),(180, 1)
82,19,0.859,0.864,(75713, 24),(75713, 1),(180, 1)
89,19,0.858,0.864,(75710, 24),(75710, 1),(180, 1)
93,19,0.861,0.864,(75708, 24),(75708, 1),(180, 1)
94,19,0.857,0.864,(75707, 24),(75707, 1),(180, 1)
96,17,0.86,0.864,(75706, 24),(75706, 1),(180, 1)
99,18,0.859,0.864,(75705, 24),(75705, 1),(180, 1)
100,15,0.862,0.864,(75704, 24),(75704, 1),(180, 1)
101,18,0.861,0.864,(75704, 24),(75704, 1),(180, 1)
102,17,0.862,0.864,(75703, 24),(75703, 1),(180, 1)
105,16,0.862,0.864,(75702, 24),(75702, 1),(180, 1)
110,17,0.86,0.864,(75699, 24),(75699, 1),(180, 1)
111,17,0.861,0.864,(75699, 24),(75699, 1),(180, 1)
119,17,0.86,0.864,(75695, 24),(75695, 1),(180, 1)
123,18,0.859,0.864,(75693, 24),(75693, 1),(180, 1)
133,15,0.861,0.864,(75688, 24),(75688, 1),(180, 1)
137,16,0.86,0.864,(75686, 24),(75686, 1),(180, 1)
140,16,0.861,0.864,(75684, 24),(75684, 1),(180, 1)
143,16,0.859,0.864,(75683, 24),(75683, 1),(180, 1)
162,15,0.863,0.864,(75673, 24),(75673, 1),(180, 1)
180,15,0.861,0.864,(75664, 24),(75664, 1),(180, 1)
10,15,0.856,0.863,(75749, 24),(75749, 1),(180, 1)
11,16,0.857,0.863,(75749, 24),(75749, 1),(180, 1)
15,18,0.854,0.863,(75747, 24),(75747, 1),(180, 1)
17,16,0.857,0.863,(75746, 24),(75746, 1),(180, 1)
23,17,0.856,0.863,(75743, 24),(75743, 1),(180, 1)
33,20,0.854,0.863,(75738, 24),(75738, 1),(180, 1)
38,21,0.855,0.863,(75735, 24),(75735, 1),(180, 1)
40,20,0.856,0.863,(75734, 24),(75734, 1),(180, 1)
47,18,0.858,0.863,(75731, 24),(75731, 1),(180, 1)
55,19,0.858,0.863,(75727, 24),(75727, 1),(180, 1)
59,18,0.859,0.863,(75725, 24),(75725, 1),(180, 1)
61,19,0.858,0.863,(75724, 24),(75724, 1),(180, 1)
62,18,0.858,0.863,(75723, 24),(75723, 1),(180, 1)
63,20,0.857,0.863,(75723, 24),(75723, 1),(180, 1)
65,20,0.855,0.863,(75722, 24),(75722, 1),(180, 1)
74,18,0.86,0.863,(75717, 24),(75717, 1),(180, 1)
79,19,0.859,0.863,(75715, 24),(75715, 1),(180, 1)
84,18,0.859,0.863,(75712, 24),(75712, 1),(180, 1)
88,18,0.858,0.863,(75710, 24),(75710, 1),(180, 1)
97,18,0.86,0.863,(75706, 24),(75706, 1),(180, 1)
104,18,0.858,0.863,(75702, 24),(75702, 1),(180, 1)
108,16,0.861,0.863,(75700, 24),(75700, 1),(180, 1)
112,17,0.859,0.863,(75698, 24),(75698, 1),(180, 1)
116,15,0.86,0.863,(75696, 24),(75696, 1),(180, 1)
118,17,0.86,0.863,(75695, 24),(75695, 1),(180, 1)
126,16,0.861,0.863,(75691, 24),(75691, 1),(180, 1)
128,17,0.861,0.863,(75690, 24),(75690, 1),(180, 1)
131,17,0.858,0.863,(75689, 24),(75689, 1),(180, 1)
154,16,0.858,0.863,(75677, 24),(75677, 1),(180, 1)
168,16,0.859,0.863,(75670, 24),(75670, 1),(180, 1)
184,14,0.862,0.863,(75662, 24),(75662, 1),(180, 1)
190,14,0.86,0.863,(75659, 24),(75659, 1),(180, 1)
198,14,0.861,0.863,(75655, 24),(75655, 1),(180, 1)
13,17,0.854,0.862,(75748, 24),(75748, 1),(180, 1)
21,18,0.852,0.862,(75744, 24),(75744, 1),(180, 1)
27,17,0.855,0.862,(75741, 24),(75741, 1),(180, 1)
29,18,0.855,0.862,(75740, 24),(75740, 1),(180, 1)
31,19,0.855,0.862,(75739, 24),(75739, 1),(180, 1)
36,19,0.856,0.862,(75736, 24),(75736, 1),(180, 1)
46,17,0.858,0.862,(75731, 24),(75731, 1),(180, 1)
53,18,0.858,0.862,(75728, 24),(75728, 1),(180, 1)
58,19,0.857,0.862,(75725, 24),(75725, 1),(180, 1)
66,17,0.86,0.862,(75721, 24),(75721, 1),(180, 1)
71,18,0.859,0.862,(75719, 24),(75719, 1),(180, 1)
72,19,0.856,0.862,(75718, 24),(75718, 1),(180, 1)
73,20,0.856,0.862,(75718, 24),(75718, 1),(180, 1)
78,20,0.859,0.862,(75715, 24),(75715, 1),(180, 1)
81,19,0.858,0.862,(75714, 24),(75714, 1),(180, 1)
87,18,0.86,0.862,(75711, 24),(75711, 1),(180, 1)
91,17,0.858,0.862,(75709, 24),(75709, 1),(180, 1)
95,19,0.857,0.862,(75707, 24),(75707, 1),(180, 1)
98,16,0.86,0.862,(75705, 24),(75705, 1),(180, 1)
107,20,0.855,0.862,(75701, 24),(75701, 1),(180, 1)
113,18,0.86,0.862,(75698, 24),(75698, 1),(180, 1)
114,17,0.858,0.862,(75697, 24),(75697, 1),(180, 1)
120,17,0.858,0.862,(75694, 24),(75694, 1),(180, 1)
124,17,0.858,0.862,(75692, 24),(75692, 1),(180, 1)
129,18,0.858,0.862,(75690, 24),(75690, 1),(180, 1)
136,18,0.858,0.862,(75686, 24),(75686, 1),(180, 1)
142,16,0.86,0.862,(75683, 24),(75683, 1),(180, 1)
